Orthogroup	Brachy	Maize	Rice	Sorghum	Telongatum
OG0002994	BrachyLOC100826528, BrachyLOC100843828		RiceLOC4324072, RiceLOC4324073, RiceLOC4324074	SorghumLOC8075139	GWHGABKY014707, GWHGABKY042675
OG0002995	BrachyLOC100830195	MaizeLOC100274601	RiceLOC107281500	SorghumLOC8072351	GWHGABKY013966, GWHGABKY013967, GWHGABKY013970, GWHGABKY013971
OG0002996	BrachyLOC100824976, BrachyLOC100833378	MaizeLOC103634740, MaizeLOC103649898	RiceLOC4326133	SorghumLOC8079088	GWHGABKY000033, GWHGABKY013183
OG0002997	BrachyLOC106866154		RiceLOC107276028, RiceLOC4336163, RiceLOC4339148, RiceLOC9266246		GWHGABKY006622, GWHGABKY007518, GWHGABKY033291
OG0002998	BrachyLOC100838889, BrachyLOC100842117	MaizeLOC100276506, MaizeLOC100280435	RiceLOC4326117	SorghumLOC8079071	GWHGABKY013235, GWHGABKY013236
OG0002999	BrachyLOC100821705, BrachyLOC100845791	MaizeLOC100283947, MaizeLOC542421	RiceLOC4335732	SorghumLOC110436187	GWHGABKY032795, GWHGABKY032798
OG0003000	BrachyLOC100828889	MaizeLOC100191481, MaizeLOC100191928, MaizeLOC103634780	RiceLOC4326083	SorghumLOC8073366, SorghumLOC8079050	GWHGABKY013404
OG0003001	BrachyLOC100837986	MaizeLOC103636806, MaizeLOC542747	RiceLOC4326038	SorghumLOC8070431, SorghumLOC8084361	GWHGABKY013436, GWHGABKY037906
OG0003002	BrachyLOC100834492	MaizeLOC100278084, MaizeLOC103634790, MaizeLOC109941811	RiceLOC4325980	SorghumLOC8063059	GWHGABKY013656, GWHGABKY013657
OG0003003	BrachyLOC100828687	MaizeLOC100272526, MaizeLOC100501517, MaizeLOC103643135	RiceLOC4325684	SorghumLOC110434009	GWHGABKY013783, GWHGABKY013784
OG0003004	BrachyLOC100840509, BrachyLOC100841721		RiceLOC4331805, RiceLOC9272394		GWHGABKY004488, GWHGABKY013869, GWHGABKY013873, GWHGABKY023414
OG0003005	BrachyLOC100823861	MaizeLOC100194373	RiceLOC112937634, RiceLOC4325423, RiceLOC4326298	SorghumLOC8072364	GWHGABKY014107, GWHGABKY037349
OG0003006	BrachyLOC100825703, BrachyLOC100842134	MaizeLOC100193718, MaizeLOC103637791	RiceLOC4347952	SorghumLOC8055094, SorghumLOC8076371	GWHGABKY037904
OG0003007	BrachyLOC100822025, BrachyLOC100840423	MaizeLOC100272685, MaizeLOC100283273	RiceLOC4326440, RiceLOC4337538	SorghumLOC110429913	GWHGABKY014151
OG0003008	BrachyLOC100821763, BrachyLOC100833689	MaizeLOC100193240, MaizeLOC100193556	RiceLOC4326457, RiceLOC4350516	SorghumLOC110433540	GWHGABKY014189
OG0003009	BrachyLOC100831018, BrachyLOC100831323	MaizeLOC100284602	RiceLOC107276545, RiceLOC107280785	SorghumLOC8070421, SorghumLOC8070446, SorghumLOC8079030	
OG0003010	BrachyLOC100821106, BrachyLOC100825919	MaizeLOC103637322, MaizeLOC107546767	RiceLOC4337586	SorghumLOC8067315	GWHGABKY000450, GWHGABKY019576
OG0003011	BrachyLOC106866235, BrachyLOC112270771		RiceLOC107276108, RiceLOC107277576, RiceLOC9271338	SorghumLOC8056294	GWHGABKY019575, GWHGABKY031588
OG0003012	BrachyLOC100832130, BrachyLOC104582503	MaizeLOC100274420	RiceLOC4327118, RiceLOC4337944	SorghumLOC8056545	GWHGABKY001471, GWHGABKY014658
OG0003013	BrachyLOC100821090, BrachyLOC100828281	MaizeLOC103649677	RiceLOC4326222, RiceLOC9267199	SorghumLOC8078793	GWHGABKY001511, GWHGABKY014630
OG0003014	BrachyLOC100825396, BrachyLOC100825704	MaizeLOC100272780, MaizeLOC103649667	RiceLOC4323880	SorghumLOC8078774	GWHGABKY014554, GWHGABKY014557
OG0003015	BrachyLOC100827357	MaizeLOC100280365, MaizeLOC100285944	RiceLOC4325653, RiceLOC4337996	SorghumLOC8064206, SorghumLOC8078747	GWHGABKY014486
OG0003016	BrachyLOC100832453, BrachyLOC100839896	MaizeLOC100216834, MaizeLOC100283485	RiceLOC4338009	SorghumLOC8066887, SorghumLOC8069144	GWHGABKY001570
OG0003017	BrachyLOC100840296	MaizeLOC103634904, MaizeLOC110973014	RiceLOC4327305, RiceLOC4338039	SorghumLOC8065907, SorghumLOC8084355	GWHGABKY014429
OG0003018	BrachyLOC100845470	MaizeLOC100193284, MaizeLOC100272647	RiceLOC4327306, RiceLOC4338041	SorghumLOC8055714, SorghumLOC8066607	GWHGABKY014427
OG0003019	BrachyLOC100835201	MaizeLOC100281624, MaizeLOC100286264, MaizeLOC103634929	RiceLOC4327316	SorghumLOC8055717, SorghumLOC8084345	GWHGABKY014408
OG0003020	BrachyLOC100821499, BrachyLOC100826429	MaizeLOC100274318	RiceLOC4338082, RiceLOC4350398	SorghumLOC8065932	GWHGABKY001584, GWHGABKY014754
OG0003021	BrachyLOC100827562	MaizeLOC107305676	RiceLOC4325562, RiceLOC4325563, RiceLOC4325564, RiceLOC9267882	SorghumLOC8079522	GWHGABKY014943
OG0003022	BrachyLOC100831939, BrachyLOC104582520	MaizeLOC103628322	RiceLOC107278670, RiceLOC9271039	SorghumLOC8077180	GWHGABKY001604, GWHGABKY014906
OG0003023	BrachyLOC100834896	MaizeLOC100275729, MaizeLOC103626220, MaizeLOC103629789, MaizeLOC103642582	RiceLOC4326733	SorghumLOC8081378	GWHGABKY015047
OG0003024	BrachyLOC100837862	MaizeLOC100194400, MaizeLOC100286030	RiceLOC107281039, RiceLOC4326746	SorghumLOC8055763, SorghumLOC8081367	GWHGABKY015114
OG0003025	BrachyLOC100835395	MaizeLOC100502241, MaizeLOC107546755	RiceLOC107278919, RiceLOC4327192, RiceLOC4351856	SorghumLOC8077571	GWHGABKY015094
OG0003026	BrachyLOC100826743, BrachyLOC100829087	MaizeLOC103641354	RiceLOC4338280, RiceLOC9267386	SorghumLOC8068194	GWHGABKY001075, GWHGABKY015252
OG0003027	BrachyLOC100839291, BrachyLOC100840514	MaizeLOC100284129	RiceLOC4327212, RiceLOC4327214	SorghumLOC110433299	GWHGABKY005313, GWHGABKY015268
OG0003028	BrachyLOC100838579, BrachyLOC100840717, BrachyLOC104584570		RiceLOC107276366, RiceLOC4348459, RiceLOC9272202		GWHGABKY041832, GWHGABKY041835
OG0003029	BrachyLOC100824065, BrachyLOC100825904	MaizeLOC100285362, MaizeLOC103634686	RiceLOC4326229	SorghumLOC8074480	GWHGABKY000496, GWHGABKY015334
OG0003030	BrachyLOC100827266, BrachyLOC100830617	MaizeLOC100285053	RiceLOC4324375	SorghumLOC110434028, SorghumLOC8054630	GWHGABKY015405, GWHGABKY015407
OG0003031	BrachyLOC100828277	MaizeLOC100284010, MaizeLOC100285377, MaizeLOC103632054, MaizeLOC103650042	RiceLOC107276383	SorghumLOC8054648, SorghumLOC8066149	
OG0003032	BrachyLOC100830919	MaizeLOC100193547, MaizeLOC100274275	RiceLOC4345023, RiceLOC4350271	SorghumLOC8060232	GWHGABKY015450, GWHGABKY042640
OG0003033	BrachyLOC100845895	MaizeLOC100280791, MaizeLOC100282549	RiceLOC4324275	SorghumLOC8064113, SorghumLOC8074547, SorghumLOC8084491	GWHGABKY015477
OG0003034	BrachyLOC100834189, BrachyLOC100839296	MaizeLOC100383446, MaizeLOC100384840	RiceLOC4326915, RiceLOC4349913	SorghumLOC8054681	GWHGABKY015500
OG0003035	BrachyLOC100843650	MaizeLOC100273935, MaizeLOC110566978	RiceLOC4327911	SorghumLOC8054688	GWHGABKY031200, GWHGABKY036212, GWHGABKY036225
OG0003036	BrachyLOC100824185	MaizeLOC100037783, MaizeLOC100273920, MaizeLOC100281346	RiceLOC4337734	SorghumLOC110433852, SorghumLOC8071285	GWHGABKY001078
OG0003037	BrachyLOC100824062, BrachyLOC100825316, BrachyLOC100825621	MaizeLOC100272817, MaizeLOC100279365	RiceLOC4326725	SorghumLOC8060312	GWHGABKY042815
OG0003038	BrachyLOC100827144, BrachyLOC100841299	MaizeLOC100191228, MaizeLOC100502258	RiceLOC4352068	SorghumLOC8063054, SorghumLOC8065672	GWHGABKY033260
OG0003039	BrachyLOC100831362, BrachyLOC100832860	MaizeLOC100193059, MaizeLOC100280413	RiceLOC4352182	SorghumLOC110432860, SorghumLOC110434630	GWHGABKY034114
OG0003040	BrachyLOC100841420, BrachyLOC100842538	MaizeLOC100282195	RiceLOC4326839, RiceLOC4337873	SorghumLOC8075306, SorghumLOC8080910	GWHGABKY015243
OG0003041	BrachyLOC100842638, BrachyLOC100843760	MaizeLOC100502168, MaizeLOC103650148	RiceLOC4326847, RiceLOC4337863	SorghumLOC8086323	GWHGABKY001376
OG0003042	BrachyLOC100843549, BrachyLOC104583363	MaizeLOC115072892, MaizeLOC115072893	RiceLOC4324340	SorghumLOC8086331	GWHGABKY018075, GWHGABKY041146
OG0003043	BrachyLOC100843860, BrachyLOC100845281	MaizeLOC100276193, MaizeLOC103635125	RiceLOC4337857	SorghumLOC8069544, SorghumLOC8086332	GWHGABKY001390
OG0003044	BrachyLOC100846901	MaizeLOC103635146	RiceLOC4326478, RiceLOC4326479	SorghumLOC8075333, SorghumLOC8075336	GWHGABKY036029, GWHGABKY041946
OG0003045	BrachyLOC100824788, BrachyLOC100835528	MaizeLOC100191360, MaizeLOC100193101	RiceLOC4325727	SorghumLOC8075361, SorghumLOC8075362	GWHGABKY021239
OG0003046	BrachyLOC100822641, BrachyLOC100836141	MaizeLOC103635205, MaizeLOC103650180	RiceLOC4325731, RiceLOC4337825	SorghumLOC8075365	GWHGABKY001275
OG0003047	BrachyLOC100844162, BrachyLOC100844566	MaizeLOC100192041	RiceLOC4337782, RiceLOC9266898	SorghumLOC8069478	GWHGABKY000910, GWHGABKY001148
OG0003048	BrachyLOC100837258, BrachyLOC100846603	MaizeLOC100280761, MaizeLOC100283928	RiceLOC4337757	SorghumLOC8069545, SorghumLOC8071298	GWHGABKY001104
OG0003049	BrachyLOC100834191, BrachyLOC112270542	MaizeLOC100277161	RiceLOC112939278, RiceLOC112939280	SorghumLOC110433484, SorghumLOC110434107, SorghumLOC110434136	
OG0003050	BrachyLOC100838991	MaizeLOC100383534, MaizeLOC103630791	RiceLOC4327931, RiceLOC4340087	SorghumLOC8065332, SorghumLOC8078190	GWHGABKY005468
OG0003051	BrachyLOC100841325	MaizeLOC100273246, MaizeLOC100274416, MaizeLOC100281241	RiceLOC4339800	SorghumLOC8065321, SorghumLOC8071449	GWHGABKY005432
OG0003052	BrachyLOC100823161, BrachyLOC100846495	MaizeLOC100191551, MaizeLOC100275559	RiceLOC4324200, RiceLOC4339799	SorghumLOC8065320, SorghumLOC8078215	
OG0003053	BrachyLOC100843766	MaizeLOC100282188, MaizeLOC103631509	RiceLOC4324091, RiceLOC4339782	SorghumLOC8066552, SorghumLOC8082208	GWHGABKY005332
OG0003054	BrachyLOC100824372	MaizeLOC100281434	RiceLOC4339775	SorghumLOC8065309, SorghumLOC8065310	GWHGABKY005299, GWHGABKY005300, GWHGABKY005301
OG0003055	BrachyLOC100823264, BrachyLOC100844671	MaizeLOC103635415, MaizeLOC103651602	RiceLOC4325318	SorghumLOC8065302, SorghumLOC8084816	GWHGABKY005276
OG0003056	BrachyLOC100824186	MaizeLOC542737, MaizeLOC542761	RiceLOC4326594, RiceLOC4339718	SorghumLOC8054925, SorghumLOC8083808	GWHGABKY005107
OG0003057	BrachyLOC100835396, BrachyLOC100842446	MaizeLOC100191429, MaizeLOC100278992	RiceLOC4326668	SorghumLOC110433910	GWHGABKY005124, GWHGABKY015935
OG0003058	BrachyLOC100843339	MaizeLOC100275322, MaizeLOC109940239	RiceLOC4339688	SorghumLOC8064711, SorghumLOC8064712	GWHGABKY005027, GWHGABKY040649
OG0003059	BrachyLOC100822940, BrachyLOC100823247	MaizeLOC100280105, MaizeLOC103627349	RiceLOC4339662	SorghumLOC8064698	GWHGABKY004979, GWHGABKY004980
OG0003060	BrachyLOC100835217	MaizeLOC100194404, MaizeLOC100282738	RiceLOC4327164, RiceLOC4339654	SorghumLOC8058267, SorghumLOC8064696	GWHGABKY004976
OG0003061	BrachyLOC100839392	MaizeLOC100282399, MaizeLOC100284362	RiceLOC4327861, RiceLOC4339639	SorghumLOC110430129, SorghumLOC110434033	GWHGABKY004923
OG0003062	BrachyLOC100830252, BrachyLOC100839999	MaizeLOC100281518, MaizeLOC100383422	RiceLOC4344854	SorghumLOC8057177, SorghumLOC8068993	GWHGABKY023674
OG0003063	BrachyLOC100821493, BrachyLOC100842956	MaizeLOC103647880, MaizeLOC542100	RiceLOC4339637	SorghumLOC8074607	GWHGABKY004902, GWHGABKY016104
OG0003064	BrachyLOC100825291	MaizeLOC100274598, MaizeLOC100275604, MaizeLOC103645040, MaizeLOC109943462	RiceLOC4339604	SorghumLOC8074589	GWHGABKY004752
OG0003065	BrachyLOC100835539, BrachyLOC112270939	MaizeLOC103636172	RiceLOC107278054, RiceLOC4325520	SorghumLOC8061853	GWHGABKY004709, GWHGABKY016395
OG0003066	BrachyLOC100840203	MaizeLOC100283124	RiceLOC4339571	SorghumLOC8074571, SorghumLOC8074572	GWHGABKY004659, GWHGABKY004660, GWHGABKY004661
OG0003067	BrachyLOC100831947	MaizeLOC100285412, MaizeLOC103635310	RiceLOC4339566, RiceLOC9269791	SorghumLOC8063568, SorghumLOC8068023	GWHGABKY004643
OG0003068	BrachyLOC100842437	MaizeLOC100191935, MaizeLOC100283056, MaizeLOC103637213	RiceLOC4339509	SorghumLOC8069005	GWHGABKY004449, GWHGABKY006568
OG0003069	BrachyLOC100842744	MaizeLOC100280625, MaizeLOC103635288	RiceLOC112939070, RiceLOC9269971	SorghumLOC8069004	GWHGABKY004443, GWHGABKY004448
OG0003070	BrachyLOC100843047, BrachyLOC100844839	MaizeLOC100193359, MaizeLOC100282544	RiceLOC4330438, RiceLOC4336883	SorghumLOC8063923	GWHGABKY010925
OG0003071	BrachyLOC100830315, BrachyLOC100838090	MaizeLOC100279587	RiceLOC4324666, RiceLOC4339420	SorghumLOC8069810	GWHGABKY004028, GWHGABKY016579
OG0003072	BrachyLOC100841833	MaizeLOC100274665, MaizeLOC100285566	RiceLOC4324429, RiceLOC4339404	SorghumLOC8068968, SorghumLOC8069834	GWHGABKY004052
OG0003073	BrachyLOC100825103	MaizeLOC103649606	RiceLOC107275691	SorghumLOC8080523, SorghumLOC8084332	GWHGABKY013462, GWHGABKY032137, GWHGABKY032229
OG0003074	BrachyLOC100825913, BrachyLOC100831245	MaizeLOC541780	RiceLOC4339343	SorghumLOC8062180, SorghumLOC8067531	GWHGABKY004160, GWHGABKY016413
OG0003075	BrachyLOC100827973, BrachyLOC100834304	MaizeLOC107403152, MaizeLOC109941645	RiceLOC4325548, RiceLOC4339336, RiceLOC9272673	SorghumLOC8069819	
OG0003076	BrachyLOC100828581, BrachyLOC100833887	MaizeLOC100282701	RiceLOC4339334	SorghumLOC8075575, SorghumLOC8082982	GWHGABKY004174, GWHGABKY016428
OG0003077	BrachyLOC100845994, BrachyLOC100846816	MaizeLOC100283816	RiceLOC4327150, RiceLOC4339270	SorghumLOC8072144	GWHGABKY003925, GWHGABKY016871
OG0003078	BrachyLOC100844760	MaizeLOC100381659, MaizeLOC103652451, MaizeLOC109941669	RiceLOC4339217	SorghumLOC8080063, SorghumLOC8082388	GWHGABKY003800
OG0003079	BrachyLOC100822225, BrachyLOC100822536, BrachyLOC100840909, BrachyLOC100846404	MaizeLOC100282076	RiceLOC4338611	SorghumLOC110430279	GWHGABKY002878
OG0003080	BrachyLOC100827157, BrachyLOC100828026	MaizeLOC100274475, MaizeLOC103631143	RiceLOC4339079	SorghumLOC110431010, SorghumLOC8061802	GWHGABKY003548
OG0003081	BrachyLOC100826115, BrachyLOC100829491	MaizeLOC100192661	RiceLOC112936018, RiceLOC4327438	SorghumLOC8085430	GWHGABKY003500, GWHGABKY017317
OG0003082	BrachyLOC100838092, BrachyLOC100838162	MaizeLOC100274110, MaizeLOC542595	RiceLOC4327378, RiceLOC4339020	SorghumLOC110430029	GWHGABKY003428
OG0003083	BrachyLOC100844981	MaizeLOC100282660	RiceLOC4327508, RiceLOC4338999	SorghumLOC110430066, SorghumLOC8060082	GWHGABKY003394, GWHGABKY017435
OG0003084	BrachyLOC100836332	MaizeLOC100279460, MaizeLOC100283313, MaizeLOC103628426, MaizeLOC103629338	RiceLOC4338907	SorghumLOC8058517	GWHGABKY003280
OG0003085	BrachyLOC100825086, BrachyLOC100836638	MaizeLOC100273791, MaizeLOC100284081	RiceLOC4325047	SorghumLOC8058516, SorghumLOC8062380	GWHGABKY017628
OG0003086	BrachyLOC100830498, BrachyLOC100840215	MaizeLOC100274472, MaizeLOC100276531	RiceLOC4324941	SorghumLOC8062394, SorghumLOC8077154	GWHGABKY003249
OG0003087	BrachyLOC100844171	MaizeLOC100281406, MaizeLOC542002	RiceLOC4338867	SorghumLOC8058492, SorghumLOC8058496, SorghumLOC8077147	GWHGABKY003224
OG0003088	BrachyLOC100842322, BrachyLOC100845388	Maizems8	RiceLOC112935995, RiceLOC4338859	SorghumLOC110433937, SorghumLOC8077143	GWHGABKY003219
OG0003089	BrachyLOC100840523	MaizeLOC103635678, MaizeLOC542759	RiceLOC4333181, RiceLOC4338750	SorghumLOC110430571, SorghumLOC8063204	GWHGABKY003070
OG0003090	BrachyLOC100821303	MaizeLOC100191160, MaizeLOC100193389	RiceLOC4338741, RiceLOC4338742	SorghumLOC8066534, SorghumLOC8076935, SorghumLOC8085107	
OG0003091	BrachyLOC100844464	MaizeLOC100194227, MaizeLOC100272558, MaizeLOC100282382	RiceLOC4338716	SorghumLOC8076871	GWHGABKY003026, GWHGABKY003027
OG0003092	BrachyLOC100831091, BrachyLOC100837063	MaizeLOC100286085	RiceLOC4338679	SorghumLOC8069340, SorghumLOC8076850	GWHGABKY002955, GWHGABKY009256
OG0003093	BrachyLOC100834310	MaizeLOC100276626, MaizeLOC100277114	RiceLOC4338542, RiceLOC4338543	SorghumLOC8061918, SorghumLOC8061920	GWHGABKY002808
OG0003094	BrachyLOC100836452	MaizeLOC100191913	RiceLOC4334575, RiceLOC4338521	SorghumLOC8057382, SorghumLOC8061893	GWHGABKY002779, GWHGABKY030194
OG0003095	BrachyLOC100842235	MaizeLOC100281575, MaizeLOC103635720	RiceLOC4325432, RiceLOC4338125	SorghumLOC8055027, SorghumLOC8066616	GWHGABKY001616
OG0003096	BrachyLOC100843767	MaizeLOC100502227, MaizeLOC103649564	RiceLOC4324648, RiceLOC4338107	SorghumLOC8070320, SorghumLOC8081388	GWHGABKY001626
OG0003097	BrachyLOC106865939, BrachyLOC112272448		RiceLOC107275547, RiceLOC107276450, RiceLOC107277954, RiceLOC4352384	SorghumLOC8064618	GWHGABKY032794
OG0003098	BrachyLOC100825105	MaizeLOC100283594, MaizeLOC100284137	RiceLOC4330214	SorghumLOC8059053, SorghumLOC8063034	GWHGABKY014061, GWHGABKY034529
OG0003099	BrachyLOC100822116, BrachyLOC100841828	MaizeLOC100281738	RiceLOC4327112, RiceLOC4338289	SorghumLOC8082995	GWHGABKY007399, GWHGABKY009729
OG0003100	BrachyLOC100828493	MaizeLOC100274688	RiceLOC4349420	SorghumLOC8066523	GWHGABKY018615, GWHGABKY018624, GWHGABKY018639, GWHGABKY018641
OG0003101	BrachyLOC100844870		RiceLOC4338032	SorghumLOC8055710, SorghumLOC8055711, SorghumLOC8080242	GWHGABKY017613, GWHGABKY030100, GWHGABKY038119
OG0003102	BrachyLOC100846089	MaizeLOC100277911	RiceLOC4338014	SorghumLOC8065892	GWHGABKY001566, GWHGABKY031894, GWHGABKY031908, GWHGABKY035740
OG0003103	BrachyLOC100836453	MaizeLOC103630072, MaizeLOC542007	RiceLOC4325652, RiceLOC4337994	SorghumLOC8080975, SorghumLOC8084374	GWHGABKY001543
OG0003104	BrachyLOC100823893, BrachyLOC100823977	MaizeLOC100272337	RiceLOC4331269	SorghumLOC8071797	GWHGABKY001537, GWHGABKY036873, GWHGABKY036924
OG0003105	BrachyLOC100844174, BrachyLOC100844466	MaizeLOC103630076	RiceLOC107275982, RiceLOC4337962	SorghumLOC8080955	GWHGABKY001499, GWHGABKY001501
OG0003106	BrachyLOC100821105	MaizeLOC541802, MaizeLOC542489, MaizeLOC542564	RiceLOC4337958	SorghumLOC8056543, SorghumLOC8080953	GWHGABKY001490
OG0003107	BrachyLOC100824075	MaizeLOC100272723, MaizeLOC100281396	RiceLOC4325199, RiceLOC4337931	SorghumLOC8078486	GWHGABKY001457, GWHGABKY014266
OG0003108	BrachyLOC100823401, BrachyLOC100834597	MaizeLOC542298	RiceLOC4337928, RiceLOC4350098	SorghumLOC8062999, SorghumLOC8073823	GWHGABKY001443
OG0003109	BrachyLOC100825204	MaizeLOC100280833, MaizeLOC541940	RiceLOC4325189, RiceLOC4337927	SorghumLOC110433290, SorghumLOC8071229	GWHGABKY001440
OG0003110	BrachyLOC100836952	MaizeLOC100381538, MaizeLOC103630059, MaizeLOC103635449	RiceLOC4337860	SorghumLOC8070101, SorghumLOC8086327	GWHGABKY001380
OG0003111	BrachyLOC100838786	MaizeLOC100193437, MaizeLOC100273684	RiceLOC4326488, RiceLOC4337853	SorghumLOC8069539, SorghumLOC8086335	GWHGABKY001392
OG0003112	BrachyLOC100826816, BrachyLOC100833168		RiceLOC107280588, RiceLOC4335040, RiceLOC9270612	SorghumLOC8077367, SorghumLOC8083391	GWHGABKY001268
OG0003113	BrachyLOC100836148	MaizeLOC100281743, MaizeLOC103648232	RiceLOC4337762, RiceLOC4342820	SorghumLOC8063646, SorghumLOC8071301	GWHGABKY001111
OG0003114	BrachyLOC100843967, BrachyLOC104582763, BrachyLOC106866071	MaizeLOC103653548	RiceLOC4335005, RiceLOC4337726	SorghumLOC8056088	GWHGABKY025246
OG0003115	BrachyLOC104583243, BrachyLOC104583259, BrachyLOC104583262, BrachyLOC112270611, BrachyLOC112270627, BrachyLOC112270631, BrachyLOC112270970				GWHGABKY001053
OG0003116	BrachyLOC100821202, BrachyLOC100842635	MaizeLOC100216827	RiceLOC107278964, RiceLOC4337608	SorghumLOC8068691	GWHGABKY000570, GWHGABKY019671
OG0003117	BrachyLOC100826232	MaizeLOC100193414, MaizeLOC100276428	RiceLOC4332476, RiceLOC4337644	SorghumLOC110430309, SorghumLOC8067361	GWHGABKY000721
OG0003118	BrachyLOC100832454, BrachyLOC100833191	MaizeLOC100217271, MaizeLOC100280032	RiceLOC4329330	SorghumLOC8064605	GWHGABKY009015, GWHGABKY023381
OG0003119	BrachyLOC100824066, BrachyLOC100846799	MaizeLOC100285889, MaizeLOC103635937, MaizeLOC103650676	RiceLOC4337675	SorghumLOC8071257	GWHGABKY019729
OG0003120	BrachyLOC100845187	MaizeLOC100278827, MaizeLOC103635971	RiceLOC4337595	SorghumLOC8068676, SorghumLOC8078060	GWHGABKY000500, GWHGABKY000501
OG0003121	BrachyLOC100826545, BrachyLOC112268526, BrachyLOC112268581			SorghumLOC110435316	GWHGABKY000434, GWHGABKY000435, GWHGABKY003218, GWHGABKY018593
OG0003122	BrachyLOC100828390, BrachyLOC100836128	MaizeLOC100216924	RiceLOC4323846, RiceLOC4337583	SorghumLOC8078054	GWHGABKY019511, GWHGABKY026404
OG0003123	BrachyLOC100830616, BrachyLOC100845778	MaizeLOC103636269, MaizeLOC103650711	RiceLOC4325394, RiceLOC4337561	SorghumLOC8077388	GWHGABKY000256
OG0003124	BrachyLOC100825605	MaizeLOC100502210, MaizeLOC100502398	RiceLOC4326196, RiceLOC4339805	SorghumLOC8065334, SorghumLOC8075005	GWHGABKY030156
OG0003125	BrachyLOC100835846	MaizeLOC542001, MaizeLOC542609	RiceLOC4324683	SorghumLOC8078601	GWHGABKY015699, GWHGABKY019593, GWHGABKY019594
OG0003126	BrachyLOC100822964, BrachyLOC100837991	MaizeLOC100285315, MaizeLOC103651507	RiceLOC9266625	SorghumLOC8078189	GWHGABKY015695, GWHGABKY024857
OG0003127	BrachyLOC100841657, BrachyLOC100845996	MaizeLOC103648202	RiceLOC4351119	SorghumLOC8082104	GWHGABKY017160, GWHGABKY021455, GWHGABKY024525
OG0003128	BrachyLOC100846703	MaizeLOC100381523	RiceLOC4344682, RiceLOC4344716	SorghumLOC8074046, SorghumLOC8080853	GWHGABKY007541, GWHGABKY040553
OG0003129	BrachyLOC104583285, BrachyLOC104585086	MaizeLOC100274967	RiceLOC107276950	SorghumLOC8055564, SorghumLOC8066233, SorghumLOC8082471	GWHGABKY031886
OG0003130	BrachyLOC100835408	MaizeLOC100279285	RiceLOC4325951, RiceLOC4325952	SorghumLOC8082191, SorghumLOC8082192	GWHGABKY015783, GWHGABKY015784
OG0003131	BrachyLOC100827668	MaizeLOC732721, MaizeLOC732828	RiceLOC4349010	SorghumLOC8066554, SorghumLOC8069127	GWHGABKY005338, GWHGABKY015817
OG0003132	BrachyLOC100839820	MaizeLOC100194332, MaizeLOC100381732	RiceLOC4324094, RiceLOC4339780	SorghumLOC110430297, SorghumLOC8082503	GWHGABKY015815
OG0003133	BrachyLOC100835628	MaizeLOC100276183	RiceLOC107276242, RiceLOC107276365, RiceLOC107280841, RiceLOC107281961	SorghumLOC8073698	GWHGABKY015803
OG0003134	BrachyLOC100840209	MaizeLOC103651599, MaizeLOC103651600, MaizeLOC103654236, MaizeLOC118476888	RiceLOC4325314	SorghumLOC8054374	GWHGABKY015836
OG0003135	BrachyLOC100845382	MaizeLOC103631679, MaizeLOC103631686, MaizeLOC541777, MaizeLOC541778	RiceLOC4326608	SorghumLOC110433823	GWHGABKY015871
OG0003136	BrachyLOC100831849	MaizeLOC100273574, MaizeLOC100283011	RiceLOC4326618, RiceLOC4339762	SorghumLOC8054394, SorghumLOC8066541	GWHGABKY015884
OG0003137	BrachyLOC100835226	MaizeLOC100192850, MaizeLOC100383208, MaizeLOC118473148, MaizeLOC118473149	RiceLOC4326635	SorghumLOC8054902	GWHGABKY015900
OG0003138	BrachyLOC100836457	MaizeLOC103636089, MaizeLOC103651474	RiceLOC4326677	SorghumLOC8054905	GWHGABKY000652, GWHGABKY004460, GWHGABKY015908
OG0003139	BrachyLOC100825099	MaizeLOC100194263, MaizeLOC100280543	RiceLOC4326686, RiceLOC9269429	SorghumLOC8054913, SorghumLOC8064743	GWHGABKY015922
OG0003140	BrachyLOC100842137, BrachyLOC100842753	MaizeLOC100501753	RiceLOC4326664	SorghumLOC8084872, SorghumLOC8084874	GWHGABKY025164, GWHGABKY043398
OG0003141	BrachyLOC100830314	MaizeLOC100382138, MaizeLOC100382183	RiceLOC4326672	SorghumLOC8085839	GWHGABKY015938, GWHGABKY015939, GWHGABKY043156
